,Player,Year,Team,GP,Min,Pts,2FGM,2FGA,2FG%,3FGM,3FGA,3FG%,FGM,FGA,FG%,Reb.Off,Reb.Def,Reb.Tot,Ast,Stl,Blk,TO,PF
42,Ben Bentil,2016,Providence,35,34.2,21.1,5.5,10.7,51.7%,1.5,4.5,32.9%,5.5,7.1,78.2%,2.7,5.0,7.7,1.1,0.9,1.0,1.9,2.8
43,Marcus Evans,2016,Rice,30,33.3,21.0,5.3,9.6,55.0%,1.6,5.3,30.2%,5.6,7.0,80.9%,0.8,3.2,3.9,2.8,2.0,0.1,3.0,2.9
44,Austin McBroom,2016,Eastern Wash.,32,37.7,21.0,2.9,6.2,47.2%,3.5,8.7,40.3%,4.7,5.7,83.0%,0.6,1.8,2.5,3.5,1.0,0.0,2.9,1.6
45,Marvelle Harris,2016,Fresno St,33,37.0,21.0,4.9,11.1,44.7%,2.0,5.9,33.3%,5.2,6.9,74.7%,0.5,4.2,4.7,4.5,2.2,0.5,2.2,3.1
46,Andrew Andrews,2016,Washington,34,33.8,20.9,3.1,7.9,38.8%,2.3,5.6,40.1%,8.0,9.4,85.0%,1.5,4.3,5.7,4.9,1.4,0.0,2.8,2.8
47,Cameron Morse,2016,Youngstown St,28,34.4,20.8,4.7,9.4,49.6%,2.2,5.2,41.8%,4.9,6.0,82.0%,0.3,2.4,2.7,3.1,1.4,0.1,1.8,1.6
48,Quinton Hooker,2016,North Dakota,29,36.3,20.7,5.1,9.5,53.3%,1.7,4.1,40.3%,5.6,6.4,86.6%,1.2,3.8,5.0,3.4,1.9,0.2,1.9,2.2
49,D.J. Balentine,2016,Evansville,33,37.3,20.6,5.4,11.0,48.8%,1.8,5.1,34.7%,4.6,5.9,78.1%,0.8,2.5,3.3,4.3,0.7,0.3,2.8,1.7
50,James Daniel,2016,Howard,28,37.7,26.9,5.0,11.8,42.1%,2.6,7.9,32.9%,9.1,10.8,84.5%,0.6,1.5,2.2,2.8,2.0,0.2,4.1,2.1
51,Buddy Hield,2016,Oklahoma,37,35.4,25.0,4.2,7.5,55.2%,4.0,8.7,45.7%,4.8,5.4,88.0%,1.2,4.5,5.7,2.0,1.1,0.5,3.1,2.1
52,Josh Adams,2016,Wyoming,29,37.0,24.6,4.0,8.0,49.8%,3.2,8.4,37.6%,7.2,8.6,83.2%,0.6,5.0,5.6,4.2,1.4,0.6,3.9,2.8
53,Kay Felder,2016,Oakland,35,36.7,24.4,5.5,11.4,48.5%,2.2,6.1,35.5%,6.8,8.1,84.8%,0.7,3.5,4.3,9.3,2.0,0.2,3.4,3.0
54,Jack Gibbs,2016,Davidson,30,35.7,23.9,5.3,10.6,50.5%,2.7,8.0,33.9%,5.2,6.1,84.2%,0.9,3.2,4.1,4.9,1.8,0.1,3.3,2.0
55,Stefan Moody,2016,Mississippi,31,34.6,23.6,3.4,7.6,44.3%,3.3,8.8,37.9%,6.8,8.3,82.8%,1.0,2.3,3.3,4.3,1.5,0.1,3.8,2.4
56,Obi Emegano,2016,Oral Roberts,27,36.4,23.5,5.6,12.4,45.1%,1.7,4.5,38.0%,7.2,8.4,85.5%,1.0,4.0,5.0,1.8,1.1,0.3,1.9,2.5
57,Cat Barber,2016,N.C. State,33,38.7,23.5,6.2,13.7,45.3%,1.3,3.6,36.1%,7.2,8.3,86.5%,0.6,4.0,4.7,4.5,0.6,0.1,2.6,2.2
58,Cane Broome,2016,Sacred Heart,30,37.5,23.1,5.7,10.6,53.5%,2.2,7.1,31.1%,5.2,6.8,76.8%,0.6,4.4,4.9,2.9,1.7,0.0,3.8,2.4
59,Jalan West,2016,Northwestern St,1,30.0,23.0,1.0,2.0,50.0%,6.0,10.0,60.0%,3.0,4.0,75.0%,0.0,3.0,3.0,6.0,0.0,0.0,2.0,3.0
60,Jairus Lyles,2016,UMBC,21,36.2,23.0,6.3,11.9,53.0%,1.8,5.3,34.2%,5.0,7.1,69.8%,1.3,4.2,5.5,2.8,2.5,0.0,3.0,2.8
61,A.J. English,2016,Iona,28,35.9,22.6,3.4,6.6,51.9%,3.4,9.1,37.0%,5.6,6.8,83.6%,0.5,4.5,5.0,6.2,1.6,0.5,3.6,2.1
62,Kevin Punter,2016,Tennessee,26,34.1,22.2,4.6,8.8,52.2%,2.2,6.0,36.9%,6.3,7.8,81.7%,0.2,3.3,3.5,3.5,1.4,0.2,2.5,2.8
63,Trey Freeman,2016,Old Dominion,38,35.1,22.1,7.2,16.0,44.8%,1.3,3.8,34.9%,3.7,4.5,82.9%,0.6,3.7,4.2,3.0,1.0,0.1,1.3,1.8
64,Zikiteran Woodley,2016,Northwestern St,24,33.4,21.9,5.5,9.5,58.6%,2.0,5.3,38.1%,4.8,5.4,88.5%,1.7,3.4,5.1,1.5,1.0,0.5,2.0,2.5
65,Elijah Brown,2016,New Mexico,32,33.7,21.7,3.3,7.1,46.3%,2.8,7.1,39.4%,6.8,8.0,85.1%,0.7,4.8,5.5,3.1,1.1,0.1,3.4,2.0
66,Grayson Allen,2016,Duke,36,36.6,21.6,4.1,8.3,50.2%,2.5,6.0,41.7%,5.9,7.0,83.7%,0.7,3.9,4.6,3.5,1.3,0.1,2.0,2.7
67,Ben Bentil,2016,Providence,35,34.2,21.1,5.5,10.7,51.7%,1.5,4.5,32.9%,5.5,7.1,78.2%,2.7,5.0,7.7,1.1,0.9,1.0,1.9,2.8
68,Marcus Evans,2016,Rice,30,33.3,21.0,5.3,9.6,55.0%,1.6,5.3,30.2%,5.6,7.0,80.9%,0.8,3.2,3.9,2.8,2.0,0.1,3.0,2.9
69,Austin McBroom,2016,Eastern Wash.,32,37.7,21.0,2.9,6.2,47.2%,3.5,8.7,40.3%,4.7,5.7,83.0%,0.6,1.8,2.5,3.5,1.0,0.0,2.9,1.6
70,Marvelle Harris,2016,Fresno St,33,37.0,21.0,4.9,11.1,44.7%,2.0,5.9,33.3%,5.2,6.9,74.7%,0.5,4.2,4.7,4.5,2.2,0.5,2.2,3.1
71,Andrew Andrews,2016,Washington,34,33.8,20.9,3.1,7.9,38.8%,2.3,5.6,40.1%,8.0,9.4,85.0%,1.5,4.3,5.7,4.9,1.4,0.0,2.8,2.8
72,Cameron Morse,2016,Youngstown St,28,34.4,20.8,4.7,9.4,49.6%,2.2,5.2,41.8%,4.9,6.0,82.0%,0.3,2.4,2.7,3.1,1.4,0.1,1.8,1.6
73,Quinton Hooker,2016,North Dakota,29,36.3,20.7,5.1,9.5,53.3%,1.7,4.1,40.3%,5.6,6.4,86.6%,1.2,3.8,5.0,3.4,1.9,0.2,1.9,2.2
74,D.J. Balentine,2016,Evansville,33,37.3,20.6,5.4,11.0,48.8%,1.8,5.1,34.7%,4.6,5.9,78.1%,0.8,2.5,3.3,4.3,0.7,0.3,2.8,1.7
75,James Daniel,2016,Howard,28,37.7,26.9,5.0,11.8,42.1%,2.6,7.9,32.9%,9.1,10.8,84.5%,0.6,1.5,2.2,2.8,2.0,0.2,4.1,2.1
76,Buddy Hield,2016,Oklahoma,37,35.4,25.0,4.2,7.5,55.2%,4.0,8.7,45.7%,4.8,5.4,88.0%,1.2,4.5,5.7,2.0,1.1,0.5,3.1,2.1
77,Josh Adams,2016,Wyoming,29,37.0,24.6,4.0,8.0,49.8%,3.2,8.4,37.6%,7.2,8.6,83.2%,0.6,5.0,5.6,4.2,1.4,0.6,3.9,2.8
78,Kay Felder,2016,Oakland,35,36.7,24.4,5.5,11.4,48.5%,2.2,6.1,35.5%,6.8,8.1,84.8%,0.7,3.5,4.3,9.3,2.0,0.2,3.4,3.0
79,Jack Gibbs,2016,Davidson,30,35.7,23.9,5.3,10.6,50.5%,2.7,8.0,33.9%,5.2,6.1,84.2%,0.9,3.2,4.1,4.9,1.8,0.1,3.3,2.0
80,Stefan Moody,2016,Mississippi,31,34.6,23.6,3.4,7.6,44.3%,3.3,8.8,37.9%,6.8,8.3,82.8%,1.0,2.3,3.3,4.3,1.5,0.1,3.8,2.4
81,Obi Emegano,2016,Oral Roberts,27,36.4,23.5,5.6,12.4,45.1%,1.7,4.5,38.0%,7.2,8.4,85.5%,1.0,4.0,5.0,1.8,1.1,0.3,1.9,2.5
82,Cat Barber,2016,N.C. State,33,38.7,23.5,6.2,13.7,45.3%,1.3,3.6,36.1%,7.2,8.3,86.5%,0.6,4.0,4.7,4.5,0.6,0.1,2.6,2.2
83,Cane Broome,2016,Sacred Heart,30,37.5,23.1,5.7,10.6,53.5%,2.2,7.1,31.1%,5.2,6.8,76.8%,0.6,4.4,4.9,2.9,1.7,0.0,3.8,2.4
84,Jalan West,2016,Northwestern St,1,30.0,23.0,1.0,2.0,50.0%,6.0,10.0,60.0%,3.0,4.0,75.0%,0.0,3.0,3.0,6.0,0.0,0.0,2.0,3.0
85,Jairus Lyles,2016,UMBC,21,36.2,23.0,6.3,11.9,53.0%,1.8,5.3,34.2%,5.0,7.1,69.8%,1.3,4.2,5.5,2.8,2.5,0.0,3.0,2.8
86,A.J. English,2016,Iona,28,35.9,22.6,3.4,6.6,51.9%,3.4,9.1,37.0%,5.6,6.8,83.6%,0.5,4.5,5.0,6.2,1.6,0.5,3.6,2.1
87,Kevin Punter,2016,Tennessee,26,34.1,22.2,4.6,8.8,52.2%,2.2,6.0,36.9%,6.3,7.8,81.7%,0.2,3.3,3.5,3.5,1.4,0.2,2.5,2.8
88,Trey Freeman,2016,Old Dominion,38,35.1,22.1,7.2,16.0,44.8%,1.3,3.8,34.9%,3.7,4.5,82.9%,0.6,3.7,4.2,3.0,1.0,0.1,1.3,1.8
89,Zikiteran Woodley,2016,Northwestern St,24,33.4,21.9,5.5,9.5,58.6%,2.0,5.3,38.1%,4.8,5.4,88.5%,1.7,3.4,5.1,1.5,1.0,0.5,2.0,2.5
90,Elijah Brown,2016,New Mexico,32,33.7,21.7,3.3,7.1,46.3%,2.8,7.1,39.4%,6.8,8.0,85.1%,0.7,4.8,5.5,3.1,1.1,0.1,3.4,2.0
91,Grayson Allen,2016,Duke,36,36.6,21.6,4.1,8.3,50.2%,2.5,6.0,41.7%,5.9,7.0,83.7%,0.7,3.9,4.6,3.5,1.3,0.1,2.0,2.7
92,Ben Bentil,2016,Providence,35,34.2,21.1,5.5,10.7,51.7%,1.5,4.5,32.9%,5.5,7.1,78.2%,2.7,5.0,7.7,1.1,0.9,1.0,1.9,2.8
93,Marcus Evans,2016,Rice,30,33.3,21.0,5.3,9.6,55.0%,1.6,5.3,30.2%,5.6,7.0,80.9%,0.8,3.2,3.9,2.8,2.0,0.1,3.0,2.9
94,Austin McBroom,2016,Eastern Wash.,32,37.7,21.0,2.9,6.2,47.2%,3.5,8.7,40.3%,4.7,5.7,83.0%,0.6,1.8,2.5,3.5,1.0,0.0,2.9,1.6
95,Marvelle Harris,2016,Fresno St,33,37.0,21.0,4.9,11.1,44.7%,2.0,5.9,33.3%,5.2,6.9,74.7%,0.5,4.2,4.7,4.5,2.2,0.5,2.2,3.1
96,Andrew Andrews,2016,Washington,34,33.8,20.9,3.1,7.9,38.8%,2.3,5.6,40.1%,8.0,9.4,85.0%,1.5,4.3,5.7,4.9,1.4,0.0,2.8,2.8
97,Cameron Morse,2016,Youngstown St,28,34.4,20.8,4.7,9.4,49.6%,2.2,5.2,41.8%,4.9,6.0,82.0%,0.3,2.4,2.7,3.1,1.4,0.1,1.8,1.6
98,Quinton Hooker,2016,North Dakota,29,36.3,20.7,5.1,9.5,53.3%,1.7,4.1,40.3%,5.6,6.4,86.6%,1.2,3.8,5.0,3.4,1.9,0.2,1.9,2.2
99,D.J. Balentine,2016,Evansville,33,37.3,20.6,5.4,11.0,48.8%,1.8,5.1,34.7%,4.6,5.9,78.1%,0.8,2.5,3.3,4.3,0.7,0.3,2.8,1.7
100,James Daniel,2016,Howard,28,37.7,26.9,5.0,11.8,42.1%,2.6,7.9,32.9%,9.1,10.8,84.5%,0.6,1.5,2.2,2.8,2.0,0.2,4.1,2.1
101,Buddy Hield,2016,Oklahoma,37,35.4,25.0,4.2,7.5,55.2%,4.0,8.7,45.7%,4.8,5.4,88.0%,1.2,4.5,5.7,2.0,1.1,0.5,3.1,2.1
102,Josh Adams,2016,Wyoming,29,37.0,24.6,4.0,8.0,49.8%,3.2,8.4,37.6%,7.2,8.6,83.2%,0.6,5.0,5.6,4.2,1.4,0.6,3.9,2.8
103,Kay Felder,2016,Oakland,35,36.7,24.4,5.5,11.4,48.5%,2.2,6.1,35.5%,6.8,8.1,84.8%,0.7,3.5,4.3,9.3,2.0,0.2,3.4,3.0
104,Jack Gibbs,2016,Davidson,30,35.7,23.9,5.3,10.6,50.5%,2.7,8.0,33.9%,5.2,6.1,84.2%,0.9,3.2,4.1,4.9,1.8,0.1,3.3,2.0
105,Stefan Moody,2016,Mississippi,31,34.6,23.6,3.4,7.6,44.3%,3.3,8.8,37.9%,6.8,8.3,82.8%,1.0,2.3,3.3,4.3,1.5,0.1,3.8,2.4
106,Obi Emegano,2016,Oral Roberts,27,36.4,23.5,5.6,12.4,45.1%,1.7,4.5,38.0%,7.2,8.4,85.5%,1.0,4.0,5.0,1.8,1.1,0.3,1.9,2.5
107,Cat Barber,2016,N.C. State,33,38.7,23.5,6.2,13.7,45.3%,1.3,3.6,36.1%,7.2,8.3,86.5%,0.6,4.0,4.7,4.5,0.6,0.1,2.6,2.2
108,Cane Broome,2016,Sacred Heart,30,37.5,23.1,5.7,10.6,53.5%,2.2,7.1,31.1%,5.2,6.8,76.8%,0.6,4.4,4.9,2.9,1.7,0.0,3.8,2.4
109,Jalan West,2016,Northwestern St,1,30.0,23.0,1.0,2.0,50.0%,6.0,10.0,60.0%,3.0,4.0,75.0%,0.0,3.0,3.0,6.0,0.0,0.0,2.0,3.0
110,Jairus Lyles,2016,UMBC,21,36.2,23.0,6.3,11.9,53.0%,1.8,5.3,34.2%,5.0,7.1,69.8%,1.3,4.2,5.5,2.8,2.5,0.0,3.0,2.8
111,A.J. English,2016,Iona,28,35.9,22.6,3.4,6.6,51.9%,3.4,9.1,37.0%,5.6,6.8,83.6%,0.5,4.5,5.0,6.2,1.6,0.5,3.6,2.1
112,Kevin Punter,2016,Tennessee,26,34.1,22.2,4.6,8.8,52.2%,2.2,6.0,36.9%,6.3,7.8,81.7%,0.2,3.3,3.5,3.5,1.4,0.2,2.5,2.8
113,Trey Freeman,2016,Old Dominion,38,35.1,22.1,7.2,16.0,44.8%,1.3,3.8,34.9%,3.7,4.5,82.9%,0.6,3.7,4.2,3.0,1.0,0.1,1.3,1.8
114,Zikiteran Woodley,2016,Northwestern St,24,33.4,21.9,5.5,9.5,58.6%,2.0,5.3,38.1%,4.8,5.4,88.5%,1.7,3.4,5.1,1.5,1.0,0.5,2.0,2.5
115,Elijah Brown,2016,New Mexico,32,33.7,21.7,3.3,7.1,46.3%,2.8,7.1,39.4%,6.8,8.0,85.1%,0.7,4.8,5.5,3.1,1.1,0.1,3.4,2.0
116,Grayson Allen,2016,Duke,36,36.6,21.6,4.1,8.3,50.2%,2.5,6.0,41.7%,5.9,7.0,83.7%,0.7,3.9,4.6,3.5,1.3,0.1,2.0,2.7
117,Ben Bentil,2016,Providence,35,34.2,21.1,5.5,10.7,51.7%,1.5,4.5,32.9%,5.5,7.1,78.2%,2.7,5.0,7.7,1.1,0.9,1.0,1.9,2.8
118,Marcus Evans,2016,Rice,30,33.3,21.0,5.3,9.6,55.0%,1.6,5.3,30.2%,5.6,7.0,80.9%,0.8,3.2,3.9,2.8,2.0,0.1,3.0,2.9
119,Austin McBroom,2016,Eastern Wash.,32,37.7,21.0,2.9,6.2,47.2%,3.5,8.7,40.3%,4.7,5.7,83.0%,0.6,1.8,2.5,3.5,1.0,0.0,2.9,1.6
120,Marvelle Harris,2016,Fresno St,33,37.0,21.0,4.9,11.1,44.7%,2.0,5.9,33.3%,5.2,6.9,74.7%,0.5,4.2,4.7,4.5,2.2,0.5,2.2,3.1
121,Andrew Andrews,2016,Washington,34,33.8,20.9,3.1,7.9,38.8%,2.3,5.6,40.1%,8.0,9.4,85.0%,1.5,4.3,5.7,4.9,1.4,0.0,2.8,2.8
122,Cameron Morse,2016,Youngstown St,28,34.4,20.8,4.7,9.4,49.6%,2.2,5.2,41.8%,4.9,6.0,82.0%,0.3,2.4,2.7,3.1,1.4,0.1,1.8,1.6
123,Quinton Hooker,2016,North Dakota,29,36.3,20.7,5.1,9.5,53.3%,1.7,4.1,40.3%,5.6,6.4,86.6%,1.2,3.8,5.0,3.4,1.9,0.2,1.9,2.2
124,D.J. Balentine,2016,Evansville,33,37.3,20.6,5.4,11.0,48.8%,1.8,5.1,34.7%,4.6,5.9,78.1%,0.8,2.5,3.3,4.3,0.7,0.3,2.8,1.7
125,James Daniel,2016,Howard,28,37.7,26.9,5.0,11.8,42.1%,2.6,7.9,32.9%,9.1,10.8,84.5%,0.6,1.5,2.2,2.8,2.0,0.2,4.1,2.1
126,Buddy Hield,2016,Oklahoma,37,35.4,25.0,4.2,7.5,55.2%,4.0,8.7,45.7%,4.8,5.4,88.0%,1.2,4.5,5.7,2.0,1.1,0.5,3.1,2.1
127,Josh Adams,2016,Wyoming,29,37.0,24.6,4.0,8.0,49.8%,3.2,8.4,37.6%,7.2,8.6,83.2%,0.6,5.0,5.6,4.2,1.4,0.6,3.9,2.8
128,Kay Felder,2016,Oakland,35,36.7,24.4,5.5,11.4,48.5%,2.2,6.1,35.5%,6.8,8.1,84.8%,0.7,3.5,4.3,9.3,2.0,0.2,3.4,3.0
129,Jack Gibbs,2016,Davidson,30,35.7,23.9,5.3,10.6,50.5%,2.7,8.0,33.9%,5.2,6.1,84.2%,0.9,3.2,4.1,4.9,1.8,0.1,3.3,2.0
130,Stefan Moody,2016,Mississippi,31,34.6,23.6,3.4,7.6,44.3%,3.3,8.8,37.9%,6.8,8.3,82.8%,1.0,2.3,3.3,4.3,1.5,0.1,3.8,2.4
131,Obi Emegano,2016,Oral Roberts,27,36.4,23.5,5.6,12.4,45.1%,1.7,4.5,38.0%,7.2,8.4,85.5%,1.0,4.0,5.0,1.8,1.1,0.3,1.9,2.5
132,Cat Barber,2016,N.C. State,33,38.7,23.5,6.2,13.7,45.3%,1.3,3.6,36.1%,7.2,8.3,86.5%,0.6,4.0,4.7,4.5,0.6,0.1,2.6,2.2
133,Cane Broome,2016,Sacred Heart,30,37.5,23.1,5.7,10.6,53.5%,2.2,7.1,31.1%,5.2,6.8,76.8%,0.6,4.4,4.9,2.9,1.7,0.0,3.8,2.4
134,Jalan West,2016,Northwestern St,1,30.0,23.0,1.0,2.0,50.0%,6.0,10.0,60.0%,3.0,4.0,75.0%,0.0,3.0,3.0,6.0,0.0,0.0,2.0,3.0
135,Jairus Lyles,2016,UMBC,21,36.2,23.0,6.3,11.9,53.0%,1.8,5.3,34.2%,5.0,7.1,69.8%,1.3,4.2,5.5,2.8,2.5,0.0,3.0,2.8
136,A.J. English,2016,Iona,28,35.9,22.6,3.4,6.6,51.9%,3.4,9.1,37.0%,5.6,6.8,83.6%,0.5,4.5,5.0,6.2,1.6,0.5,3.6,2.1
137,Kevin Punter,2016,Tennessee,26,34.1,22.2,4.6,8.8,52.2%,2.2,6.0,36.9%,6.3,7.8,81.7%,0.2,3.3,3.5,3.5,1.4,0.2,2.5,2.8
